station_id,year,totn_mgNpm2
38481,2000,1136.4691
38481,2001,1043.7214
38481,2002,1111.7996
38481,2003,997.24475
38481,2004,797.0888
38481,2005,732.6562
38481,2006,690.57007
38481,2007,777.0204
38481,2008,691.79504
38481,2009,616.1435
38481,2010,479.3075
38481,2011,769.77045
38481,2012,722.26685
38481,2013,760.6866
38481,2014,722.2719
38481,2015,652.40985
38481,2016,695.40985
38482,2000,878.6847
38482,2001,839.3652
38482,2002,962.5224
38482,2003,808.5003
38482,2004,685.943
38482,2005,606.661
38482,2006,578.35657
38482,2007,678.022
38482,2008,632.8004
38482,2009,502.45837
38482,2010,463.72424
38482,2011,642.67285
38482,2012,568.2022
38482,2013,624.5872
38482,2014,605.39435
38482,2015,597.3769
38482,2016,624.45496
38483,2000,1136.4691
38483,2001,1043.7214
38483,2002,1111.7996
38483,2003,997.24475
38483,2004,797.0888
38483,2005,732.6562
38483,2006,690.57007
38483,2007,777.0204
38483,2008,691.79504
38483,2009,616.1435
38483,2010,479.3075
38483,2011,769.77045
38483,2012,722.26685
38483,2013,760.6866
38483,2014,722.2719
38483,2015,652.40985
38483,2016,695.40985
38484,2000,1208.8049
38484,2001,1141.747
38484,2002,1187.6028
38484,2003,1054.5247
38484,2004,834.0698
38484,2005,758.0712
38484,2006,718.2544
38484,2007,793.29224
38484,2008,711.9439
38484,2009,642.21265
38484,2010,501.2558
38484,2011,790.47144
38484,2012,720.4815
38484,2013,752.3134
38484,2014,719.84326
38484,2015,656.4571
38484,2016,723.87256
38485,2000,1268.5656
38485,2001,1198.1296
38485,2002,1212.7993
38485,2003,1079.2173
38485,2004,865.58606
38485,2005,787.7109
38485,2006,740.61444
38485,2007,815.4746
38485,2008,739.41943
38485,2009,664.944
38485,2010,525.286
38485,2011,809.15564
38485,2012,743.425
38485,2013,778.82135
38485,2014,751.3755
38485,2015,711.50085
38485,2016,742.00354
38486,2000,1264.33
38486,2001,1177.6252
38486,2002,1219.5437
38486,2003,1087.4877
38486,2004,862.60736
38486,2005,785.4958
38486,2006,740.7713
38486,2007,819.67926
38486,2008,734.37445
38486,2009,648.9498
38486,2010,505.4235
38486,2011,804.48267
38486,2012,749.2757
38486,2013,786.92426
38486,2014,750.2271
38486,2015,694.6019
38486,2016,736.2367
38487,2000,1136.4691
38487,2001,1043.7214
38487,2002,1111.7996
38487,2003,997.24475
38487,2004,797.0888
38487,2005,732.6562
38487,2006,690.57007
38487,2007,777.0204
38487,2008,691.79504
38487,2009,616.1435
38487,2010,479.3075
38487,2011,769.77045
38487,2012,722.26685
38487,2013,760.6866
38487,2014,722.2719
38487,2015,652.40985
38487,2016,695.40985
38488,2000,1066.7294
38488,2001,1013.8231
38488,2002,1147.5253
38488,2003,857.06775
38488,2004,835.73645
38488,2005,727.7939
38488,2006,686.0135
38488,2007,798.82996
38488,2008,663.34283
38488,2009,539.7933
38488,2010,529.1152
38488,2011,749.7457
38488,2012,677.8056
38488,2013,746.7265
38488,2014,720.9288
38488,2015,721.5868
38488,2016,680.14954
38489,2000,1412.0438
38489,2001,1204.475
38489,2002,1379.478
38489,2003,1192.6914
38489,2004,1023.9707
38489,2005,937.756
38489,2006,886.7651
38489,2007,921.4322
38489,2008,813.5393
38489,2009,746.7186
38489,2010,651.64825
38489,2011,851.08527
38489,2012,767.1251
38489,2013,806.6822
38489,2014,720.1671
38489,2015,698.1007
38489,2016,765.6089
38490,2000,1125.6107
38490,2001,999.1116
38490,2002,1004.3749
38490,2003,884.97144
38490,2004,760.9441
38490,2005,741.0599
38490,2006,667.80774
38490,2007,751.1311
38490,2008,724.5918
38490,2009,596.77136
38490,2010,515.6945
38490,2011,747.7276
38490,2012,607.54663
38490,2013,610.5801
38490,2014,621.0164
38490,2015,598.2752
38490,2016,564.86273
38492,2000,955.29614
38492,2001,876.8896
38492,2002,858.9228
38492,2003,785.32324
38492,2004,705.3873
38492,2005,627.8048
38492,2006,583.2629
38492,2007,677.4
38492,2008,648.76373
38492,2009,514.3271
38492,2010,439.0697
38492,2011,636.12415
38492,2012,509.55286
38492,2013,507.87277
38492,2014,491.3231
38492,2015,489.8553
38492,2016,485.6493
38451,2000,1306.2467
38451,2001,1227.917
38451,2002,1317.7645
38451,2003,1221.0399
38451,2004,849.54803
38451,2005,788.50745
38451,2006,734.58795
38451,2007,801.1798
38451,2008,742.13074
38451,2009,682.7845
38451,2010,536.0034
38451,2011,774.911
38451,2012,669.33813
38451,2013,746.44824
38451,2014,698.16864
38451,2015,665.6941
38451,2016,764.227
38458,2000,1397.9578
38458,2001,1292.7555
38458,2002,1347.2827
38458,2003,1225.3278
38458,2004,946.4057
38458,2005,852.8507
38458,2006,814.7776
38458,2007,873.31085
38458,2008,806.77795
38458,2009,734.1992
38458,2010,583.4185
38458,2011,849.4856
38458,2012,728.4447
38458,2013,780.0355
38458,2014,751.7883
38458,2015,676.84467
38458,2016,740.0342
38493,2000,557.9434
38493,2001,534.69714
38493,2002,620.2158
38493,2003,578.8946
38493,2004,485.99402
38493,2005,527.53485
38493,2006,486.73383
38493,2007,455.6378
38493,2008,511.032
38493,2009,406.30713
38493,2010,392.5098
38493,2011,466.79486
38493,2012,443.7428
38493,2013,429.97498
38493,2014,406.45428
38493,2015,377.7693
38493,2016,339.1422
38494,2000,1845.6162
38494,2001,1529.0961
38494,2002,1683.5236
38494,2003,1397.1936
38494,2004,1355.1029
38494,2005,1191.8546
38494,2006,1242.8524
38494,2007,1255.2458
38494,2008,1159.9049
38494,2009,875.34314
38494,2010,845.352
38494,2011,1026.479
38494,2012,874.15216
38494,2013,897.14813
38494,2014,847.19183
38494,2015,816.59424
38494,2016,861.54175
38495,2000,1553.3816
38495,2001,1405.0737
38495,2002,1627.3821
38495,2003,1388.7438
38495,2004,1315.8184
38495,2005,1129.8177
38495,2006,1182.8513
38495,2007,1174.0433
38495,2008,1091.7562
38495,2009,860.53534
38495,2010,807.7862
38495,2011,1003.9883
38495,2012,814.1344
38495,2013,843.01624
38495,2014,786.5572
38495,2015,760.3199
38495,2016,768.65845
38496,2000,1396.936
38496,2001,1178.8032
38496,2002,1431.1945
38496,2003,1204.5444
38496,2004,1156.8123
38496,2005,1018.53345
38496,2006,1031.4376
38496,2007,1078.491
38496,2008,979.65106
38496,2009,766.03174
38496,2010,739.41516
38496,2011,849.2747
38496,2012,762.8541
38496,2013,856.7315
38496,2014,759.3999
38496,2015,750.0644
38496,2016,773.631
38497,2000,1254.2405
38497,2001,1121.264
38497,2002,1288.8079
38497,2003,1161.1115
38497,2004,1100.3965
38497,2005,980.30994
38497,2006,970.08093
38497,2007,989.37665
38497,2008,909.12115
38497,2009,729.14026
38497,2010,666.4452
38497,2011,828.4529
38497,2012,712.4388
38497,2013,782.475
38497,2014,729.2201
38497,2015,682.66614
38497,2016,656.2911
38498,2000,1574.7083
38498,2001,1343.2794
38498,2002,1415.6649
38498,2003,1259.8949
38498,2004,1197.4001
38498,2005,1069.4614
38498,2006,1045.9888
38498,2007,1044.2753
38498,2008,938.1789
38498,2009,726.3952
38498,2010,694.87695
38498,2011,848.4151
38498,2012,780.7461
38498,2013,799.2923
38498,2014,735.7558
38498,2015,741.9339
38498,2016,736.4127
38499,2000,1878.0188
38499,2001,1537.3809
38499,2002,1666.9702
38499,2003,1383.9229
38499,2004,1349.8254
38499,2005,1175.2917
38499,2006,1206.539
38499,2007,1234.6752
38499,2008,1139.9104
38499,2009,853.93427
38499,2010,817.6521
38499,2011,983.6433
38499,2012,860.63385
38499,2013,915.83136
38499,2014,848.5114
38499,2015,830.3479
38499,2016,877.8439
38500,2000,1653.6617
38500,2001,1487.5072
38500,2002,1688.9934
38500,2003,1462.2063
38500,2004,1398.303
38500,2005,1209.1451
38500,2006,1215.9496
38500,2007,1267.4197
38500,2008,1124.6981
38500,2009,911.7437
38500,2010,827.64795
38500,2011,1039.9762
38500,2012,860.19824
38500,2013,905.20496
38500,2014,813.9774
38500,2015,806.79156
38500,2016,808.5917
38501,2000,1484.1842
38501,2001,1312.1542
38501,2002,1543.6252
38501,2003,1319.4844
38501,2004,1280.0208
38501,2005,1094.3589
38501,2006,1083.6443
38501,2007,1167.1775
38501,2008,1052.3794
38501,2009,831.3573
38501,2010,780.7311
38501,2011,932.05707
38501,2012,806.9653
38501,2013,901.04016
38501,2014,796.1999
38501,2015,804.1795
38501,2016,781.9175
38502,2000,616.7526
38502,2001,528.6867
38502,2002,631.89294
38502,2003,618.1115
38502,2004,553.5831
38502,2005,500.9162
38502,2006,523.763
38502,2007,509.0823
38502,2008,537.3564
38502,2009,406.68878
38502,2010,384.02628
38502,2011,435.53888
38502,2012,404.48962
38502,2013,394.01703
38502,2014,411.2266
38502,2015,359.4194
38502,2016,375.2177
38503,2000,679.0272
